gene_id,r_dispersion,r_gene_wise,r_trend,julia_gene_wise,julia_trend,julia_map,abs_log_map_error,abs_log_gene_wise_error,abs_log_trend_error
gene_781,5.35838824835122,1.0e-8,5.71731464092196,1.9100908926401662e-8,7.335483129261678,7.439651528621635e-7,15.789934870690033,0.6471508286959988,0.2492240489325579
gene_502,4.54348375766607,1.0e-8,3.46780090742648,1.5692284254098715e-7,6.8853233371062075,4.08909547848916e-6,13.920880832067658,2.7531691427702096,0.6858714448200784
gene_322,4.42161990353429,1.0e-8,5.53874527673315,2.0701027496550018e-7,7.296350492079859,5.179746431214846e-6,13.657260577353336,3.030183336553918,0.27560629979103823
gene_65,4.84796444134851,1.0e-8,5.96731497367086,0.22038829367120344,7.391336531112967,0.42250999789442045,2.440101082844229,16.908316426823887,0.21401150223976795
gene_155,4.44428357177759,1.15905873580198,7.7947769805877,1.0961226889828877,8.089650254489095,1.5874272450072315,1.0295040589547886,0.05582911631014677,0.03713160677711791
gene_200,5.63684472493372,1.0e-8,5.05042853916807,2.115940691685663,7.193039074196029,2.6543735835762963,0.7531157745612447,19.170180229051674,0.35364066419536355
gene_696,5.68198234054425,3.41285774553108,6.54818815813262,2.135364844512912,7.53275583663322,2.697171732908508,0.7450964578004975,0.468912469430971,0.14007256151508285
gene_214,5.32611098460967,2.15899184499158,7.6255868021472,1.956453395574157,8.005194394995643,2.5400470077795028,0.74043873758256,0.0985080322298878,0.04858135315961842
gene_604,5.72168703699417,2.56728104973217,7.92741221961238,2.2478662769398947,8.155256792104561,2.8540703070476,0.6955175451280184,0.13286593665751634,0.028336070020064774
gene_634,5.4227592043324,2.79812909932186,7.02626494444724,2.2434948361244182,7.848959476300845,2.829407814764085,0.6505373271800743,0.2209161703105169,0.11072570994210706
gene_343,6.60108297191059,3.63027335093764,8.02337128810718,2.8842452951650106,8.111653591264536,3.4933046714528277,0.6363855367704159,0.23004467912236737,0.010943049025558427
gene_827,5.75977847310036,3.91819981618671,6.4437226118322,2.5049408932615274,7.505612061861447,3.069721851704044,0.6293120589933334,0.4473671790050372,0.15254459721104685
gene_671,4.5910920439764,2.11030268554469,7.49642820131859,1.9360044951890212,7.98982655625748,2.51749977153313,0.6008516589929946,0.0862050793175334,0.06374238466037774
gene_961,5.75762726457873,3.75684962520155,6.56677489725967,2.6931569307684415,7.537687361085543,3.258942591719402,0.5691226722123575,0.3328666548401936,0.13789259018027789
gene_633,5.32110776414802,2.822724084821,7.62527649782418,2.5872457389781243,8.005156119146115,3.1895003252429808,0.5118172413481714,0.08710851757557125,0.04861726511682418
gene_507,5.5318980928172,3.12481926212274,7.73183208241967,2.772391884990337,8.020479253886467,3.3754523179058733,0.4940016567683394,0.11966600140794692,0.03665233354977859
gene_850,6.09011038130855,3.50959821195548,7.89675585478668,3.1341835300620557,8.054683634624638,3.7331416383397746,0.48941606512579505,0.11313285821380115,0.019801716365996924
gene_374,5.29783981456437,3.00703770007411,7.31419450545062,2.6583006962838454,7.966173706111956,3.257738464604199,0.4862659231884652,0.12326835869771158,0.08538737750646752
gene_392,6.73558556562849,4.36178508856058,7.89963968143356,3.573149599081942,8.193826361040434,4.167082469620749,0.48018860638442007,0.19943395006637887,0.03656383942398023
gene_129,5.97295479366468,4.15135986015099,6.74246783812626,3.202117979587938,7.586083977915356,3.7569805149650817,0.4636261650240785,0.25962349822451714,0.11788950732515002
gene_897,6.76274513116454,5.0398033287438,7.51588577373998,3.7588591923210934,7.992054763331276,4.322685904417408,0.4475519459254549,0.2932515541800349,0.061429009901866394
gene_661,4.50609667064397,2.31420567484338,7.97377826298063,2.3073532307200875,8.079721646735305,2.9104343040064675,0.43712898012976975,0.002965427590506664,0.013198981207402927
gene_751,6.89433027978619,5.08189816758647,7.72751514774262,3.965329213416063,8.019777051927463,4.518067840964708,0.4226149416019911,0.2480959653300785,0.03712326721982251
gene_401,9.86603080817172,9.86603080817172,6.72364045572492,6.23805974276304,7.58074047244664,6.467487255689722,0.4223099609070906,0.4584284300973793,0.1199811402082378
gene_17,5.87037176340052,3.60851503811164,8.02339466585142,3.295592519491355,8.15843243932816,3.898276337511717,0.4093834739116762,0.09071036532555699,0.016690440131726714
gene_224,6.98917298133301,4.92353419727843,8.01781703617588,4.097249746788892,8.18040728903308,4.657236298653573,0.4059400314572328,0.1837106502453416,0.02007574538547985
gene_919,4.96911220112917,2.71430360584881,7.87422239183693,2.722859283388488,8.146361616227043,3.3358482274929924,0.39851420448273456,0.0031471135868044176,0.03397696417508822
gene_847,6.05570947204599,6.47424135028663,5.97033566918514,3.5605478709157885,7.3920342355392705,4.07657885812786,0.39574341991120887,0.5979170053944589,0.21359981394178673
gene_482,5.87333212017926,3.65446556786406,7.97755330921672,3.368379973591015,8.081328832719912,3.9613049080239695,0.3938486320728565,0.08151795426929631,0.012924556911657614
gene_120,5.95471803985642,3.62920416806201,7.76946887852905,3.4579277019652683,8.03243316339229,4.042346696045989,0.3873584645214998,0.04834390722070436,0.03328568455888181
gene_83,5.95774570334407,3.79601387109559,8.01397871859113,3.4662742136590023,8.1019265754784,4.056763949888187,0.38430657271610125,0.09087123140338726,0.010914525539845954
gene_79,6.43973808976803,4.50916572098603,7.74925823315427,3.8602132281457235,8.023406174485652,4.420618288365601,0.37620829944623657,0.15538972973928278,0.03476591481673941
gene_870,5.31206433056596,3.15694301860725,8.0278041209765,3.063192869326925,8.129021681310386,3.6703471512652714,0.3696942733052231,0.030146366864041596,0.012529550760126629
gene_927,7.09297332617892,5.26721759620483,8.00576254670115,4.4106737686112485,8.183838171597476,4.945876769852081,0.36055036795301665,0.1774747929814393,0.021999653987108125
gene_361,4.58098975493652,2.56459568576982,7.81685915952613,2.5919530285776444,8.062950146310708,3.1984875953277934,0.3592370068544559,0.010610817817060192,0.030996680790754905
gene_309,7.09001829485551,5.53793851415186,7.81529334155502,4.4782979110753764,8.035860314142774,4.990668709993772,0.3511180101115714,0.21237927847899596,0.027831565414146997
gene_291,9.94523969640084,9.94523969640084,7.79915205298521,6.804225910154486,8.032632190846789,7.016708421142313,0.3487997920184789,0.3795501376846253,0.029497252241432736
gene_739,9.50185335969655,9.50185335969655,7.41694815697074,6.446308708116549,7.980505548928013,6.706408089404617,0.3484233695107981,0.38797919640310075,0.07323408847827784
gene_537,6.33769822012294,4.26112497560312,7.82744520548705,3.9183139227851194,8.038377556516629,4.4762968652551445,0.34771953373123066,0.08387176466369772,0.02659109243731761
gene_570,6.92154624884371,5.21825606741713,7.76814077534855,4.380277496435244,8.034761785820216,4.901366301414057,0.34512518776181533,0.17505118164145173,0.03374649838841748
gene_286,5.23129895313506,3.19656555748893,7.71863986331627,3.1084364814115473,8.018360139244555,3.7050331560580654,0.34496740532782044,0.027957109481998144,0.03809576454911001
gene_901,5.3447971683849,3.21639474423543,8.02547757052577,3.1826582457155537,8.154557823405211,3.7887561882120213,0.34408581313935094,0.010544313712703923,0.015955835479474434
gene_529,6.98768030548451,5.47451769081226,7.7037595517632,4.451974470865014,8.016057630149456,4.964485679526273,0.34183893924111697,0.20675647973001388,0.03973827052813306
gene_264,4.81643585891304,2.80657218686237,8.00854212966271,2.836422157238286,8.097848577587884,3.4449541677530275,0.3351236057907234,0.010579577782458216,0.011089680462411877
gene_742,6.43306935888083,4.33259694744963,7.99492721752381,4.044772578404435,8.188359745167464,4.609410415196057,0.33335181785516266,0.06874179311034734,0.023906359746601602
gene_840,4.17891171677218,2.33310917050203,7.85882928785064,2.4317577031333015,8.121142909626093,3.0405347810480494,0.31801744303389823,0.04141254450744891,0.03283324690435441
gene_911,6.41222275989918,4.85887426243806,7.44114207884631,4.137808844513864,7.983419213156892,4.673608044369922,0.3162746013523954,0.16064039472098934,0.07034245023456842
gene_51,10.0,10.0,7.94280310437874,7.146942560688863,8.06826574187869,7.309320918985537,0.3134347210872006,0.33590044163069055,0.015672308540847002
gene_241,4.77966623284927,2.84404556405308,7.91186305381611,2.898753487065169,8.186444828048693,3.513583883831909,0.30773415221565514,0.01905327961329295,0.03411643119035501
gene_472,4.79234207324179,2.86049120909524,7.92804197423658,2.9228591374777584,8.153456370570165,3.5347251824418118,0.3043836880548674,0.02156893237338009,0.02803584045547325
gene_184,6.76071691488895,5.12312196183715,7.89382357733374,4.4799328435282035,8.053913769950924,4.994229149741598,0.302845861114841,0.1341559553651015,0.02007752785065131
gene_126,4.71799425532912,2.8375548236772,7.75184077867459,2.8884247475951623,8.055114701235935,3.4928987785098182,0.3006517763552363,0.017768579742801327,0.038376921292855304
gene_534,6.01720614008395,4.17189740950529,7.78930566179023,3.916247371670959,8.029532320215818,4.473460721492016,0.29646073555948393,0.06323705444305383,0.030374560776238013
gene_410,4.93387634433343,3.01550265450715,8.01449021186029,3.075796247988233,8.181636557036823,3.6870506436509514,0.29129810095045094,0.019797275977791795,0.020641018921911947
gene_192,10.0,10.0,7.14804089622877,7.414567842210486,7.923855870365627,7.506392287495715,0.2868301304580121,0.2991384006655693,0.10303962103761943
gene_536,6.81717815706839,5.98018007079422,7.18191674378796,4.638896484902219,7.935993049132579,5.124117779347345,0.28548725668102914,0.25397416825886876,0.09984219072378053
gene_478,10.0,10.0,7.8293998166177,7.404409046699538,8.038795441605329,7.51804542502069,0.2852789057020919,0.3005094530909105,0.026393395978927536
gene_824,6.63676370037673,5.1809661382977,7.62594047665591,4.493607109181905,8.00524138815737,5.001025543928096,0.28298144996365937,0.14233580776176624,0.04854084457868568
gene_55,5.39448840294333,3.51127225007998,7.77485306410243,3.48413596063784,8.032765157219483,4.067321547121107,0.2823930799307668,0.007758353691546649,0.032634262631135336
gene_677,7.42805718631724,6.20270194515418,8.02759522255551,5.181728599997153,8.120955883850192,5.631556985447663,0.27687838670358556,0.17984628755746468,0.01156285797631007
gene_369,10.0,10.0,7.40795261135577,7.598863217715651,7.979394484049546,7.667971246994052,0.2655330175576296,0.2745864335058199,0.0743084290227567
gene_251,6.71261569217314,5.12073471183945,7.85859360636054,4.67964975436512,8.121389336909811,5.182891614803749,0.25862556770264833,0.09007465884452759,0.032893580199539585
gene_962,6.29202486183872,4.62815837524923,7.87146326475798,4.349227548005591,8.048293382636576,4.8745607003997815,0.2552529488784998,0.06216077568443579,0.022216092203034776
gene_59,6.06631996460255,4.45486389897039,7.55389349291333,4.1678140050542805,7.99644973360935,4.702621613818963,0.2546320117065586,0.06660483133287753,0.05693453511818669
gene_139,4.94190669475322,3.16739598697797,7.75835569400188,3.23816928976383,8.051425519612781,3.833457872925673,0.2539839925675007,0.02209834099087149,0.037078742295470146
gene_864,5.69632786835362,3.89089960528265,7.98446393315036,3.849332461447687,8.170081202462004,4.425292339198003,0.2524853919775285,0.010740645262235171,0.022981202743874718
gene_73,6.34251560355243,4.65765124425708,7.97646631367288,4.412264337768731,8.15146141408182,4.943697611329454,0.24916191711843894,0.05412328327474758,0.021701730235626826
gene_282,5.63298613179614,3.88578718141058,7.8474068549004,3.859092233903267,8.102463943920199,4.427608639866299,0.24078007005951152,0.0068936007370983265,0.031985065763559195
gene_809,6.77403946758581,5.40333449468696,7.74592157862282,4.856632353826005,8.052701924486664,5.333637967353192,0.23906402989332887,0.10667099559924642,0.038841220979820346
gene_728,4.42729509815843,2.7406542399722,7.82175336660255,2.894968447127109,8.07818885563727,3.501199490262256,0.23468318896284113,0.054777546262472665,0.03225895077453744
gene_341,6.58278734069807,4.96873523407897,7.80021753599187,4.713890674736794,8.08593982882226,5.209543473622847,0.23396603674793526,0.05265171502628707,0.03597510725237152
gene_591,5.15392525516743,3.40368218182913,7.93636260082083,3.4924283532287874,8.140932406454148,4.085318603343457,0.23235889108404706,0.02573945721083226,0.025449660135555163
gene_210,5.05788306154855,3.32711573438458,7.83197645108338,3.4210223573779808,8.079409027713155,4.011494222782498,0.23178423242983803,0.027833658467361078,0.031103831256397818
gene_321,7.6148373196942,8.68310645818658,7.33674348183359,5.671114705073216,7.969712361626654,6.040150927465609,0.23166962335410202,0.42599365610220064,0.08275332516435352
gene_143,5.2067990455592,3.45946055197972,7.96542095600827,3.5504506936074423,8.13541436946861,4.1400110952663525,0.22926681245389346,0.025961884292877935,0.021116883313346158
gene_997,5.81806153320232,4.08629452612377,8.01990685212395,4.06445226359339,8.175587871264675,4.626335683593398,0.22920201064339363,0.005359586153044438,0.01922581769332954
gene_209,4.49736693286845,2.82577915651582,7.78996046041026,2.975950244170578,8.028959514840746,3.5767356999400475,0.229041530697363,0.05177926361568197,0.030219160639190612
gene_985,5.6885595102226,3.99560358807817,7.83384079001604,3.9671699475996816,8.08116364720414,4.526166527518833,0.22858171437443708,0.007141672735567983,0.031082965818884034
gene_888,6.94244958689112,5.79793809456854,7.73075825080519,5.0887535844261675,8.02030190463324,5.53628682563512,0.22633065068931968,0.13046942819322838,0.03676911539640937
gene_447,6.44508850380996,4.85047037822479,7.98347849080975,4.632566771960629,8.166097886592835,5.145598482476976,0.2251766828170998,0.04596459256718344,0.022616962329076618
gene_550,5.79309054608372,4.08768328921935,7.96379005136143,4.070971891140279,8.135285307449085,4.6281412550178915,0.2245105915569885,0.004096611777514747,0.02130578800923244
gene_882,6.14391939416429,4.4204408527137,7.87420878905456,4.383496582880646,8.147295194771862,4.916955293378437,0.22277338018719517,0.0083927190439399,0.03409328579403903
gene_275,5.23879520237727,3.51376958437156,7.99128528150639,3.6161983733649543,8.180952594761719,4.206713918405066,0.21940974771983446,0.028733884054564784,0.023456989855472177
gene_64,7.54041393126044,6.62777701117079,8.00033589121082,5.660553624929635,8.182020934139482,6.060434359007241,0.2184956046417459,0.15774775451847134,0.022455650864340537
gene_712,7.51390205028073,6.97040432912441,7.76830378149151,5.662246310028443,8.026791121717126,6.04043591605318,0.21827873056295077,0.20785254496279904,0.0327329998420991
gene_1000,6.54738109470759,5.03982316087496,7.99691708826299,4.7761453268864065,8.090708992932052,5.266103830686766,0.21777435876067264,0.05373719013480849,0.011660261976368158
gene_399,6.54859539476027,5.03347520881278,8.00855744844225,4.77954466886338,8.183314611479526,5.280279715718684,0.21527151032596614,0.051765357530751954,0.021586626732900793
gene_82,10.0,10.0,7.56353835835159,8.121353113286332,7.997582763482399,8.098277456738947,0.21093371359278335,0.2080883131360074,0.05580022394188111
gene_450,5.82412163568503,4.18493648618048,7.88487044907244,4.17018453043596,8.168487977984345,4.723392374620449,0.20948093104840804,0.00353124055163323,0.0353380314980436
gene_66,5.58418057276331,3.8688643756102,7.78600432620384,3.9699010563848374,8.089342435040432,4.5295538447286905,0.20931425684425453,0.025780150579452155,0.038219641733601595
gene_544,6.36204641380176,4.86988566511897,7.80896655911776,4.665615648240224,8.051713334500922,5.161977354604251,0.20903037442916128,0.04285066208312216,0.03061227304799674
gene_923,6.97190422970934,5.80681407289655,7.79384105516037,5.218983808381933,8.075487572352726,5.658633074890505,0.20870603430299028,0.10672935790271998,0.03549943428508051
gene_395,6.46633156996764,5.00117637103144,7.88137539563924,4.749173057649641,8.165898818983907,5.250853709801696,0.20821828220681637,0.05170264920356149,0.03546437106416134
gene_311,6.40159468569355,4.86918953539172,7.89063783229041,4.700383878632565,8.177292556618186,5.208208438845075,0.20631120204255304,0.035283321722265226,0.035684140344250714
gene_527,4.72888836768654,3.07846395588015,7.9721165435013,3.2568047037753094,8.1438295288743,3.8595736900549156,0.20313342309399252,0.05631580553700544,0.021310506128184414
gene_23,5.03045538473249,3.42932805377978,7.55272746577651,3.5322066806824726,7.998999369661127,4.10977435283888,0.2021423887424496,0.029558458345900096,0.05740770329472911
gene_351,6.59712699477652,5.15433425829744,7.99829451199958,4.905129007654986,8.183395335438492,5.393052822994812,0.20152263939835358,0.04955657035255823,0.022878809223294105
gene_956,4.69070378332421,3.07121313339511,7.83249377064663,3.2439758527597666,8.07978782986743,3.841559398275432,0.19970425414356896,0.0547270515605951,0.031084664985780996
gene_88,10.0,10.0,7.02033794770597,8.273944848727208,7.843471969784913,8.19244195322033,0.19937307678439264,0.18947369058893315,0.11087023204278212
gene_804,4.61709436093494,3.01467889559702,7.75076429676089,3.1867368137950485,8.054189771325456,3.784018658736226,0.1989789988989039,0.05550412863228371,0.038400967081743786
gene_201,6.55219505986728,5.1016737203453,7.96203214920328,4.887684621533832,8.129626983437964,5.370857787124279,0.1988124844907888,0.042849967525787847,0.02083077861110949
gene_664,10.0,10.0,6.83919815512786,8.338101181565307,7.614399048037151,8.199008818470167,0.19857182182622735,0.18174957861682817,0.10737057038316244
gene_969,10.0,10.0,7.69072526123932,8.253280135256176,8.014111846510891,8.208434974880724,0.19742281195408262,0.1919743795140083,0.04118887718152209
gene_823,9.55461928425401,9.55461928425401,7.58491673588665,7.809496289852308,8.000133792562231,7.8444711511538285,0.19721576054115086,0.2016842660021645,0.05329663034047449
gene_685,5.23891914919735,3.60332763098914,7.85529197082384,3.7266245201135852,8.114712306242765,4.3045904189690445,0.19643321523959623,0.03364510908160123,0.03249130716521842
gene_504,6.62291624891228,5.22028967956215,7.97917174316521,4.97948652821044,8.082033145613703,5.446973664998071,0.19547563031370085,0.0472261155881577,0.012808853320954938
gene_829,5.78976055464929,4.21815992808639,7.78308988196137,4.223289186668197,8.091880723091982,4.764015541097962,0.19500002206397293,0.001215255613897348,0.03890776268578522
gene_612,6.62946200602114,5.23412929271555,7.9582131944498,5.0004327761761616,8.073642220264567,5.464582093329367,0.19323600646035533,0.04567604234683387,0.01440020727393998
gene_259,5.83598167174154,4.26046218613042,7.83919074904388,4.281597742863869,8.090123650095574,4.817341090317612,0.19182035526444152,0.004948595547397128,0.031508407017551754
gene_578,6.64945359632252,5.23692368692741,8.0186770596242,5.017612440104894,8.172952378975692,5.492299713006101,0.1911876262564849,0.042780032260325784,0.019056758777046046
gene_863,7.60557283419517,7.10149092161857,7.84685527304135,5.944073621852356,8.042589301408213,6.286564761708301,0.19046646753079477,0.17791005771372492,0.024638234385586877
gene_454,6.62559086408414,5.26083263354129,7.94964417418431,5.0207391379801,8.126866546822878,5.489333699470429,0.1881326729876429,0.046712148065739756,0.02204826097157575
gene_658,10.0,10.0,7.94913911606853,8.339915056854597,8.12861862016219,8.300356060196545,0.18628668029276074,0.18153206170468295,0.022327362188202304
gene_106,6.68527620564831,5.32793738529201,8.00469432733448,5.088337613845596,8.17905265077152,5.556058376569769,0.18501859514634855,0.04601300240036088,0.021548170541535683
gene_404,7.1434851999241,6.21703105346881,7.78644309902298,5.552672420617643,8.030177770940448,5.945493680442678,0.18356721251619512,0.11301314110842853,0.03082250878071413
gene_25,7.15300392610429,5.98940921871256,7.99463171022835,5.545424503371807,8.186244044011135,5.960389011451531,0.18239664867628025,0.07701960540000763,0.023684909776958474
gene_765,6.07904435658591,4.55451524226156,7.9821578405822,4.548096352592896,8.16481371819016,5.0688794067058724,0.18172773657593289,0.0014103404645442463,0.022625130492007095
gene_250,6.54333592407915,5.23180817111016,7.81079689296067,5.00330247836329,8.054557146221537,5.464740207923483,0.1801305324922673,0.04465875886407966,0.03073104277757155
gene_851,5.96137992359365,4.42665839936009,7.8832917861677,4.449497893395979,8.168095172136425,4.979540170897068,0.17996443347026503,0.005146269103312839,0.03549017662075826
gene_998,6.93003604488321,5.71590273967638,7.82577128688742,5.402327090997618,8.072439862795282,5.819663198731634,0.17462262403503903,0.056422440952463626,0.03103347540112633
gene_854,7.32390518659549,6.49831923983074,7.90393657255654,5.785613590931113,8.056617542134632,6.151670471230219,0.17442001487738956,0.11616914410770107,0.019132872965730296
gene_684,6.63438257770469,5.35330869953254,7.87460727919348,5.118549269865382,8.1508596039117,5.579349695034022,0.17319338060394696,0.044843765086187926,0.034480080404083235
gene_377,7.41722326742308,6.56896921096976,8.01681387001432,5.886303013765948,8.104371864397002,6.245589921626939,0.1719291622743071,0.10972879797142321,0.010862582539404642
gene_937,6.79496245969643,5.51335487741908,8.02776997817691,5.290525920954789,8.121889385009384,5.727827501920848,0.17084520857593,0.04125564967481288,0.011656031910780573
gene_601,7.41092049409126,6.58760488326763,7.99149642064043,5.8921669088588295,8.087841553738404,6.248294360976131,0.17064613055722377,0.11156600905223302,0.011983862306128135
gene_357,5.37765118666084,3.85680327372988,7.75606283012393,3.982722837882048,8.053682628763926,4.537753172473237,0.16981970281795755,0.03212704257798027,0.03765461804617054
gene_142,10.0,10.0,7.87577803108054,8.546497518402514,8.049343265928007,8.452122796079927,0.1681674647040423,0.15706354094408503,0.021798528801128203
gene_860,7.17189144935003,6.30169963941598,7.7860057993083,5.683157456696741,8.085904222025306,6.066846520680368,0.1673304690483397,0.10331241249978729,0.037794332208477055
gene_318,6.02316966519817,4.56821528786437,7.86224420801485,4.583146696125189,8.125624139382422,5.096137946401967,0.1671306557659682,0.003263212959288664,0.03295045408479336
gene_773,9.97077344771836,9.97077344771836,7.74658339843784,8.527363788284454,8.050619283684703,8.43695084872673,0.1670371889839135,0.15637789651564216,0.03849712377475889
gene_216,6.12008162135065,4.62532754611119,7.99664145763572,4.6722487080469755,8.188688504107267,5.18413295054339,0.16597282821223325,0.010093288614478668,0.02373211549741594
gene_549,5.3192596693445,3.80485545194565,7.73892604568726,3.946176682804236,8.074980272588908,4.506004176267427,0.16592336493897908,0.03646918014796929,0.04250750189542796
gene_576,7.40068469679657,6.63547436900441,7.93883742895273,5.929032043203128,8.066965215161916,6.27711952614791,0.16466132144727408,0.11256919098263385,0.016010508942416735
gene_147,5.39124955669914,3.86874250197753,7.83455840117774,4.017542643590935,8.080147906754458,4.5728276814479045,0.16464542451815634,0.03774091368328758,0.030865665763040173
gene_611,10.0,10.0,7.72233604661958,8.596275766502137,8.018946049562796,8.486257819460173,0.1641369649337161,0.15125603393471865,0.037690083000282204
gene_20,9.98686902342157,9.98686902342157,7.7664110077694,8.572046852847073,8.071863404256591,8.47708979308246,0.16390392634360929,0.15276458907053847,0.0385762068325457
gene_418,6.62121379464362,5.40210187053768,7.80189055999417,5.184692814598062,8.040743136625839,5.623828984329263,0.16326595995285498,0.04107751821098504,0.03015542503526314
gene_382,6.84934483434663,5.63880695842337,8.01753306682593,5.406582494339906,8.105039075840047,5.827747731313675,0.1615224013188088,0.04205531928932804,0.010855199469816057
gene_421,10.0,10.0,7.9442583199455,8.595971773715364,8.135737040053646,8.508777847044161,0.16148677446554593,0.15129139787257406,0.023816893849204934
gene_688,6.04585151100413,4.6285768427495,7.83254310428356,4.647614423218864,8.080026132165177,5.14909298178047,0.16055175705999214,0.00410461721887434,0.031107859617615308
gene_168,6.05454505586052,4.63666416692934,7.84893211900016,4.659081620083461,8.105840492740766,5.162491338934793,0.15938995830153946,0.004823173336673259,0.032207363589889404
gene_296,6.84938884324476,5.64105143590314,8.01670519474268,5.422010492673108,8.104273126512066,5.841190545765024,0.15922479168993275,0.039603786662492535,0.010863955188519014
gene_475,10.0,10.0,7.8833335180111,8.622908034253568,8.167081453715038,8.53657418888425,0.15822531451788224,0.1481627062490527,0.03536076814742417
gene_134,7.19830954810004,6.47548030675588,7.69749708500991,5.791575718129918,8.015117086412499,6.150946411409211,0.15724025545669873,0.11161838416908565,0.04043417224225365
gene_151,6.05542653347802,4.67166559771049,7.78585087544245,4.685777790725832,8.028091224504248,5.177325059517325,0.15666629259230747,0.0030162520100120993,0.030638698066233427
gene_766,7.66349372883592,7.33901077411402,7.82269992184913,6.268007750790353,8.069398726297901,6.568356490801119,0.15420433254481591,0.15774550056664327,0.03104921871425459
gene_300,7.2399609532748,6.2785146402467,7.93715462078099,5.849146846383327,8.143046123052267,6.218934416223383,0.15201723683383284,0.07083761786733267,0.025609475674503113
gene_41,7.22113299275484,6.43923975246108,7.77500026308642,5.842866206455987,8.079499098923781,6.204480726818666,0.15174013589302393,0.09718901706820438,0.03841638600114505
gene_689,6.84822004838943,5.67153029101896,7.99442775231191,5.4584628438007865,8.188514486042985,5.884428797904315,0.15167909623503073,0.03829175424087872,0.023987731949409064
gene_368,6.58430293737531,5.24055510258229,7.91725299697937,5.213850463059262,8.168254447189954,5.666076232668596,0.15019161773622014,0.005108793118346222,0.031210930243565915
gene_966,5.53628243068283,4.07229404568226,7.83175510236432,4.226750577099016,8.079667276897766,4.765862473001183,0.14984471171065783,0.037227024517213714,0.031164057194368766
gene_942,5.58824352882418,4.11616511335468,7.86318087301632,4.273206562200706,8.128228711958917,4.81383701337441,0.1491705391325806,0.037442564581936066,0.033151813415552844
gene_238,7.89509856140069,7.87169489050709,7.91658822962434,6.554181453814767,8.060169912518512,6.810221268793127,0.14781752027763706,0.18317016431255229,0.017974303327436658
gene_417,7.37777150820474,6.52338762147487,8.00014619132232,6.011642251710793,8.18125114812714,6.364851797460762,0.14768068159701486,0.08169585043591332,0.022385275584299258
gene_691,6.13237348721299,4.78320393887146,7.83271717224141,4.818555164933693,8.080261993098738,5.302899712916378,0.14532808046041623,0.007363522748873086,0.031114826370352233
gene_428,6.19505564235349,4.83788136439018,7.91579819585607,4.8766408378923725,8.18157760027147,5.367299470291731,0.143426606767326,0.00797973968587895,0.0330244584695043
gene_735,7.98934881768213,8.29447521501254,7.84729331398,6.693967228954666,8.042688507970746,6.925538336612409,0.1428934696016655,0.21438294923032952,0.02459474726314914
gene_89,5.57964255273621,4.15993548495672,7.80720921495903,4.322848689729172,8.049018538517263,4.850540775378611,0.14003451688016777,0.03841503812463576,0.030502598156556537
gene_159,5.56121192137443,4.15497286107808,7.75097404666289,4.309633121614069,8.055123608328737,4.839135749494468,0.13907991535035458,0.03654688124092287,0.038489843143570734
gene_435,5.54590172274152,4.13684394969942,7.74498966714389,4.295774683211019,8.051398942186825,4.826040387780767,0.13903289069311975,0.03769874166427423,0.038799718234852065
gene_651,4.92130544411886,3.48505368061271,7.70468735946639,3.7097289702564633,8.071611119450994,4.28445403486504,0.13858069864816747,0.06247537268549874,0.046524213780086754
gene_425,7.78883769064733,8.20623318585252,7.59826468067457,6.536805977413933,8.001762625103671,6.7863577451396875,0.1377772603528553,0.22744534660974214,0.0517419558186214
gene_556,7.01137913572273,6.00061110724425,7.77514040379034,5.741798684022529,8.031914439046309,6.110210734287978,0.13757315737801457,0.04408879441852731,0.032491394115895744
gene_721,10.0,10.0,7.77517730757529,8.866740085391509,8.078347651177566,8.715073535859764,0.1375309762080028,0.12027788560147057,0.0382510903655664
gene_12,7.24290032326013,6.53328142000352,7.75142666988631,5.989750959327469,8.054898058489364,6.327688038638254,0.13508679263695855,0.08685949642812396,0.03840344800746154
gene_982,10.0,10.0,7.86522286195574,8.905248587948831,8.046799555412539,8.739559928239666,0.13472525605427155,0.11594426109473854,0.02282356960027343
gene_632,6.98210092850478,5.91899478343643,8.0150643002914,5.710103334158159,8.177612236264476,6.103010995139278,0.1345676089509975,0.03592951382841347,0.020077396822043347
gene_94,6.27211404744378,4.96305515515214,7.92339402117296,5.008456825099724,8.165015130968559,5.483146196666323,0.1344344067742249,0.009106338894857346,0.03003892751353776
