"sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","gene_id"
0.00557214272242905,0.746354170595699,0.00497282087752673,0.183683563473902,0.183435893827292,0.185202010564408,0.185378751678387,0.184278594574649,3.04564748961279,0.184583275537434,"gene_1"
0.00151579444274349,0.0254868251101851,0.284274641141796,0.0279613544538459,0.0279555112211629,0.028230498288414,0.025899569475699,0.108161638894149,0.0236835294187945,0.0236583375930608,"gene_2"
0.0521616303072201,0.00587198839633565,0.493279577741604,0.0503892733880865,0.0293274235238573,0.00622918980488631,0.354624968438037,0.0504657432881541,0.054834666703974,0.0464842535195623,"gene_3"
3.6890377012346,0.191867493668607,0.215223300775782,0.180859482948671,0.179067096192512,2.97342269455555,46.5925571036596,2.25355984227594,3.35891777543234,3.15815182922991,"gene_4"
0.109026299651673,1.66799602033996,0.102664690171096,0.104314020838971,0.104124840806162,0.106648819909827,0.00400903272198649,0.106306890257254,0.84722795203614,0.106419861806852,"gene_5"
0.839575899118105,0.0717785007218219,0.011103301191313,0.0713921037747373,0.0713250845393995,0.0721815156020661,0.45210032765721,0.0719680248903393,0.0180465950842966,0.0720385700662386,"gene_6"
0.0021799863709922,0.313622768359834,0.316436750807823,0.312064700772545,2.65557341690074,0.0893864854749673,0.318041291638047,0.316109207857001,3.73416183428625,0.243200126561475,"gene_7"
0.389500168401673,0.11213452830294,0.0144478858734554,2.80749826898699,0.373148076772815,0.372847965114946,5.97535294171135,0.369669628179872,0.390948643282564,0.370715818150774,"gene_8"
0.143592892842348,0.138269764773178,0.105118221493748,0.136657213003767,2.03663080939663,0.000357315615279405,1.10792315722617,0.100603958654642,0.142856433878036,0.141800670032606,"gene_9"
0.16539029473887,0.0500237930648651,0.0622279800050239,0.0422813822473075,0.0511968484702921,0.727998160205011,0.0511986600173129,0.0303667939448894,0.0519660602906857,0.0509470342615213,"gene_10"
0.00121190328993835,0.0538023776113309,0.0508365263180351,0.0537879120645443,0.524311261250054,0.053871775685299,0.0800097868953464,0.0538620152225012,0.045496178618047,0.155706925642539,"gene_11"
0.0835059725612776,0.0732481352309191,0.0787618560862465,1.16002215940868,0.0699443238833186,0.0034800581470067,0.133260412409005,0.128698832343332,0.0755748058652935,1.11847554735195,"gene_12"
0.0261577818319487,0.366848563535152,0.0191069856764359,0.0151822698160163,0.0333078925770064,0.0164588692986151,0.0319175355158816,0.0214079410076156,0.0309423035831079,0.0769290973897247,"gene_13"
0.782539123214937,1.25257066870284,11.166039107896,0.131517595991882,0.928580084396793,1.28531729441168,1.28793446213017,1.05786734060628,1.32412792665518,19.5332927490591,"gene_14"
0.0361228149862574,0.0812563546646778,0.708562819166523,0.0156509723086878,0.0582673712057143,0.0271486274239875,0.0815871259892474,0.473207543979001,0.00214498483073276,0.0805484737445777,"gene_15"
0.286343702285242,0.303447202356578,3.45693818015958,0.0617900466097114,0.274149569928768,0.307259239829533,0.03716520451765,0.300723445352045,0.184102284991663,2.97352127698863,"gene_16"
0.707453881478232,0.00930977326129008,0.0616761399228147,0.0596051727092071,0.0594788725367064,0.00452880527983642,0.067895530808412,0.0118491795778143,1.88641836290059e-05,0.0938976036322967,"gene_17"
0.0822857316005392,0.0809340101828553,1.30380366051733,0.0805144009038988,0.0804415584494694,0.0508557864290378,0.0838353187357369,0.0373621870485454,0.375353375700304,0.0836162619948234,"gene_18"
3.05490873665481,2.12884173107085,49.1067872437071,3.54071532655635,3.53643422891703,3.57052694741005,3.58487835230792,55.9492183298985,3.78792411605413,3.52076790922758,"gene_19"
0.253623790637891,0.0163746183054515,0.0169870415717079,0.0160500747732344,0.0159947667447028,0.0929642593553733,0.0234567499215614,0.0220861905979582,0.02399835971996,0.0238988587460253,"gene_20"
0.0317438031515434,4.4507646827669,0.422026908091861,0.411950835123841,0.411334331710648,0.0171410060897281,0.388234386168453,0.381055964004455,3.13587422471271,0.383027259851607,"gene_21"
0.415805242053002,0.218612469804363,0.221348048824526,0.0129147396802609,0.0332572755696346,3.46941137989708,0.225115700831892,0.221129482069711,0.203033152614352,0.222226198255644,"gene_22"
0.000663480879977273,0.0942269153234443,0.00408434349831857,0.0268523627668045,0.032803707451686,0.00435909653499944,0.0335721267979162,0.0324204536763739,0.0484510926689615,0.00595303407963883,"gene_23"
0.382887896032674,0.307225871796561,0.345959729746511,0.288881978426129,4.63124620397011,1.30339324186603,1.31683377172556,1.23696319049957,24.375436044472,1.25820591755857,"gene_24"
0.0288509500590392,0.136021197852604,0.0274097888970806,0.0141764940673492,0.0246632571534268,0.0150875581511134,0.0313499257485816,0.18660492027416,0.0357212940223915,0.0356540197689031,"gene_25"
1.26370116289811,1.141951704598,1.23828980841167,18.7798713692398,1.18647648769592,12.2086782581651,1.0925449913905,0.0908340104798611,1.13809811285847,1.18676378020907,"gene_26"
0.0856944414250756,0.0110452684575557,0.0919265700255252,0.431887629179435,0.0278831991210767,0.09065387222587,0.0909963658300057,1.43380471087441,0.0958743265991317,0.0895974115991957,"gene_27"
0.516537571795982,0.486241543693814,0.0563435521573314,0.561403051681976,5.76068500899351,0.557971194427967,0.559682847453195,0.549129215881801,9.33837932417818,0.552028052623146,"gene_28"
5.43671388899863,0.395613862993642,0.167796788367337,0.391121466502474,0.390347585847656,0.45817668802777,5.38729960544018,0.456720850232877,0.084699654133885,0.457201835872963,"gene_29"
0.223496180969551,0.0398110491197354,0.0273000028670783,0.00871998714403937,0.0396341827352244,0.0400951522858359,0.162591932178449,0.0389074265151555,0.0406024395504638,0.0399740613879007,"gene_30"
0.276595159905861,0.0100630341262917,0.0181048795006896,0.041402698763359,0.0829770679477673,0.0628122116263149,0.0522431539372876,0.0830646952707029,0.083116980006292,0.307369149187337,"gene_31"
2.41398173438334,0.212318887263389,0.139304930885235,0.210341037333152,0.0573033172324328,2.4723606662128,0.217957248330741,0.225784937834022,0.023973980338876,0.225896866055879,"gene_32"
0.0516609261358874,0.051122264546925,0.821055909836311,0.0509538703876598,0.0509245804439997,0.0497891317409488,0.00825062619481347,0.0529579859188183,0.0529873295955592,0.351172897748313,"gene_33"
3.29080905008002,3.23281303153985,50.5879614066529,3.1329726069938,2.74543335378034,1.06423493885962e-06,1.08050067370617e-06,9.86205092522828e-07,1.36178841355239e-06,1.01073881570142e-06,"gene_34"
0.0921930644243171,0.0495975239068404,0.23219785108009,0.146691293077561,0.181981430059385,0.158848364256029,2.54514641522541,0.15778509334786,0.161850192797553,0.158135726422246,"gene_35"
0.0885445927228178,0.324664795004964,0.0862926590005894,0.0877849925098161,0.100043495253659,0.40167196654013,0.0719572454578653,0.0880263280490806,0.0522194054647857,0.0880599780456436,"gene_36"
0.0339757217422963,0.0329589682844224,0.0440018433224137,0.0434163268703303,0.176057720811649,0.0110211200143689,0.0408891340222117,0.0455942197696591,0.274966099540942,0.0455968969311249,"gene_37"
2.22205763179598,0.347612433734867,0.395909055178214,0.104571544216803,0.0311260997436529,3.78999640143181,3.80003773963819,3.7379550367364,3.9403185395497,60.0861827670362,"gene_38"
0.0345738947883752,0.0112520698092076,0.0445730714190329,0.0489022570107141,0.124202711945163,0.0494403178432515,0.0494577753531498,0.293552475062527,0.0144835686586826,0.0473104279137467,"gene_39"
0.0212390804684547,0.0712678230914032,0.0211452626142025,0.0281653864663746,0.0209470853889602,0.329543459937636,0.0205860758063032,0.0205405490500185,0.0206851201723785,0.0205531914820059,"gene_40"
0.0160199216736419,0.0347308671132666,0.0317358795066347,0.0152949649346517,0.134993008002533,0.0303796335782953,0.488456430056554,0.0297993804835708,0.0320721738839282,0.0299896386718373,"gene_41"
0.0034259832979149,0.66355262186447,0.108526359467707,0.0118606641607396,0.102421249932184,0.00159675084395237,0.0980726082533963,0.122175927935469,1.11136152174732,0.122224022783946,"gene_42"
0.16481944910739,0.294097084589546,0.160670227045033,0.165401934876703,0.447877961523164,0.170636419950117,2.50324361903224,0.16405460922276,0.172538216818834,0.121849459986151,"gene_43"
0.107937893348983,0.016188992498582,0.0205417499112446,0.0206118058057306,0.0404023701991705,0.0399602747310503,0.0529899082350813,0.0398924759159459,0.13666179465368,0.0399149020954986,"gene_44"
0.215552896300189,0.132109931114408,2.95287686261302,0.212066608380494,0.180906415215861,0.215531586454785,0.215688623582936,0.00231603721393289,0.217831091796183,2.0712810072245,"gene_45"
0.356498446423016,1.19864318974741,0.247345362384416,0.362382385728956,0.364023518163727,0.355277361338944,4.26999082351697,0.345494840460697,0.0930250234148207,0.333487022636057,"gene_46"
