"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
19.2576268881266,-0.271983424883613,2.83381468277822,-0.0959778444711018,0.923538168866061,0.976036761573142,"gene_1"
359.964083638244,4.7881889667802,2.32975372263826,2.05523395896024,0.0398564125854159,0.216190751602553,"gene_2"
645.150341248226,7.93808000232683,2.16514393828026,3.66630590326106,0.000246079537369228,0.0117063551348504,"gene_3"
53.2628289928655,6.14083474959805,2.93930732540898,2.0892115283466,0.0366886861366185,0.203622208058233,"gene_4"
215.912344292882,1.90017289094781,2.8864317431716,0.658312082190418,0.510337615856815,0.782295328411148,"gene_5"
245.116609119241,1.69336474029914,2.88622806455528,0.586705105218377,0.557401778459175,0.809170110930847,"gene_6"
31.9663830994647,-0.0264852407575628,2.67341346838185,-0.0099069003245479,0.992095566484818,0.994169794250263,"gene_7"
24.1978047927759,-0.442338865971366,2.88425190923734,-0.153363464735759,0.878111654916934,0.968248943997811,"gene_8"
82.3548783461767,1.77692013667426,2.88802999843062,0.615270664653711,0.538375987345421,0.803937483312949,"gene_9"
300.837774235975,-0.878792778791087,2.67304302393807,-0.328761180018869,0.742336207293621,0.915163798659912,"gene_10"
179.79004379514,0.566493105300503,2.60611969373223,0.217370332860356,0.827919749406475,0.949927268319325,"gene_11"
118.170010374491,7.59928592231124,2.53235172236083,3.0008809026049,0.00269199831876657,0.0479700205160725,"gene_12"
929.775332684686,3.17808461410456,1.74384833774015,1.82245470854595,0.0683860199658789,0.290713335940055,"gene_13"
159.407060402989,0.421909031661624,2.61859968339362,0.161120095727975,0.871998812923001,0.963635856316458,"gene_14"
684.100302176048,3.15915011771988,2.06843459279364,1.52731448638804,0.126682828950654,0.39672773078904,"gene_15"
455.13495652176,2.31786343979104,2.22963378431791,1.03957136642515,0.298539085639939,0.62524223596289,"gene_16"
22.5754992376071,3.44585385469932,2.24015290497012,1.53822261286458,0.123994193806108,0.395751436461029,"gene_17"
13.2127371088958,0.808878101182559,2.79087598149421,0.289829468076003,0.771946702718998,0.932450023906539,"gene_18"
